0,0,69471732
0,131072,71018809
0,262144,53122879
0,393216,77622978
0,524288,55594866
0,655360,52266942
0,786432,65804629
0,917504,41526024
0,1048576,55929400
0,1179648,65724165
0,1310720,57728965
0,1441792,46879409
0,1572864,52139374
0,1703936,43204362
0,1835008,66359930
0,1966080,65803834
0,2097152,67497453
0,2228224,38417217
0,2359296,63049448
0,2490368,44400892
0,2621440,57700146
0,2752512,63069403
0,2883584,52581853
0,3014656,37197612
0,3145728,71453182
0,3276800,36222820
0,3407872,35287363
0,3538944,37363336
0,3670016,57445447
0,3801088,52384861
0,3932160,62996949
0,4063232,52419602
0,4194304,80691260
0,4325376,43609063
0,4456448,60686387
0,4587520,33171128
0,4718592,39066679
0,4849664,37320911
0,4980736,58738948
0,5111808,49576165
0,5242880,53176488
0,5373952,535637369
0,5505024,65354002
0,5636096,65721135
0,5767168,37925020
0,5898240,44160168
0,6029312,37575129
0,6160384,58248295
0,6291456,49719092
0,6422528,45680852
0,6553600,63244576
0,6684672,65789585
0,6815744,41235191
0,6946816,34998432
0,7077888,42911288
0,7208960,62965684
0,7340032,62205721
0,7471104,63007727
0,7602176,52708007
0,7733248,46552225
0,7864320,58129749
0,7995392,41138614
0,8126464,35099602
0,8257536,34894280
0,8388608,63017171
0,8519680,43216618
0,8650752,55959835
0,8781824,48639405
0,8912896,47380370
0,9043968,71651163
0,9175040,43310345
0,9306112,34556602
0,9437184,37886846
0,9568256,70066584
0,9699328,54238753
0,9830400,46142326
0,9961472,53024848
0,10092544,49565200
0,10223616,55717512
0,10354688,70621000
0,10485760,32305831
0,10616832,34551051
0,10747904,40785252
0,10878976,70218768
0,11010048,46278547
0,11141120,53018486
0,11272192,49643999
0,11403264,66375677
0,11534336,44897632
0,11665408,60706699
0,11796480,35318758
0,11927552,40947832
0,12058624,58240929
0,12189696,46399166
0,12320768,77539572
0,12451840,46680885
0,12582912,66503369
0,12713984,58043268
0,12845056,52422152
0,12976128,67739611
0,13107200,60522881
0,13238272,43777359
0,13369344,83735153
0,13500416,78050528
0,13631488,60699057
0,13762560,68112235
0,13893632,65744912
0,14024704,65757001
0,14155776,38991065
0,14286848,62977202
0,14417920,61685156
0,14548992,46106105
0,14680064,52133436
0,14811136,49191069
0,14942208,54598633
0,15073280,40740862
0,15204352,59715353
0,15335424,38421352
0,15466496,36798676
0,15597568,61800372
0,15728640,46433120
0,15859712,40192228
0,15990784,62135013
0,16121856,66995010
0,16252928,60308374
0,16384000,40856729
0,16515072,62531746
0,16646144,35269464
0,16777216,39757053
0,16908288,58746784
0,17039360,49314302
0,17170432,52004411
0,17301504,39518846
0,17432576,71911359
0,17563648,41277187
0,17694720,34535956
0,17825792,37937201
0,17956864,61361333
0,18087936,62908314
0,18219008,49318576
0,18350080,52843413
0,18481152,52285625
0,18612224,43174228
0,18743296,60039521
0,18874368,38361423
0,19005440,37009349
0,19136512,61190545
0,19267584,42998284
0,19398656,69483943
0,19529728,48043156
0,19660800,64149301
0,19791872,71411312
0,19922944,40761572
0,20054016,36437494
0,20185088,34040130
0,20316160,61293951
0,20447232,43042099
0,20578304,44089823
0,20709376,47892505
0,20840448,50438987
0,20971520,50500436
0,21102592,66510470
0,21233664,38173151
0,21364736,31287700
0,21495808,61354326
0,21626880,62997530
0,21757952,45394658
0,21889024,142426794
0,22020096,46890238
0,22151168,56208818
0,22282240,56122356
0,22413312,42177463
0,22544384,33767080
0,22675456,36484779
0,22806528,39077807
0,22937600,298485336
0,23068672,418692842
0,23199744,111071629
0,23330816,49593836
0,23461888,52867654
0,23592960,46479760
0,23724032,61879362
0,23855104,33109816
0,23986176,36988391
0,24117248,59828797
0,24248320,44368397
0,24379392,44945148
0,24510464,49609788
0,24641536,41937046
0,24772608,68735897
0,24903680,43775051
0,25034752,36323718
0,25165824,62417557
0,25296896,41532980
0,25427968,56913076
0,25559040,59903500
0,25690112,49147837
0,25821184,52015511
0,25952256,66366724
0,26083328,43634597
0,26214400,78558665
0,26345472,52296702
0,26476544,41557367
0,26607616,68529769
0,26738688,47362646
0,26869760,51307479
0,27000832,68395937
0,27131904,65777747
0,27262976,65706617
0,27394048,40331174
0,27525120,44755322
0,27656192,73868322
0,27787264,44498070
0,27918336,53604435
0,28049408,57397393
0,28180480,56484193
0,28311552,45905164
0,28442624,57850452
0,28573696,40249837
0,28704768,43176022
0,28835840,41436371
0,28966912,56629623
0,29097984,47579591
0,29229056,51211743
0,29360128,52626500
0,29491200,45642693
0,29622272,58491696
0,29753344,65138497
0,29884416,37364981
0,30015488,37216327
0,30146560,60811992
0,30277632,49635238
0,30408704,53106468
0,30539776,53193770
0,30670848,45634281
0,30801920,60830867
0,30932992,39748541
0,31064064,35679622
0,31195136,37206567
0,31326208,67762387
0,31457280,62980360
0,31588352,50440683
0,31719424,51829445
0,31850496,65754509
0,31981568,65807295
0,32112640,39853418
0,32243712,35680498
0,32374784,62828379
0,32505856,40822125
0,32636928,72423602
0,32768000,63034403
0,32899072,52977734
0,33030144,45364964
0,33161216,58998480
0,33292288,39936188
0,33423360,40024155
0,33554432,37309944
0,33685504,73887367
0,33816576,62383247
0,33947648,46438436
0,34078720,52263372
0,34209792,56468593
0,34340864,65770558
0,34471936,39581856
0,34603008,35628605
0,34734080,62535435
0,34865152,45979645
0,34996224,71084320
0,35127296,46722788
0,35258368,51814225
0,35389440,66481564
0,35520512,46726620
0,35651584,61925857
0,35782656,37311822
0,35913728,33979503
0,36044800,33683722
0,36175872,70882209
0,36306944,46817393
0,36438016,51889427
0,36569088,52085293
0,36700160,45957426
0,36831232,61736724
0,36962304,41042537
0,37093376,38378241
0,37224448,39529528
0,37355520,46371126
0,37486592,47113890
0,37617664,51713405
0,37748736,65336016
0,37879808,39780952
0,38010880,57193270
0,38141952,40124287
0,38273024,60172313
0,38404096,30012775
0,38535168,71509755
0,38666240,60666858
0,38797312,49837060
0,38928384,61322220
0,39059456,44472689
0,39190528,71842493
0,39321600,39298179
0,39452672,154930695
0,39583744,114145177
0,39714816,37795888
0,39845888,53693145
0,39976960,48994391
0,40108032,52091094
0,40239104,298309674
0,40370176,689790662
0,40501248,725707492
0,40632320,44426887
0,40763392,40151523
0,40894464,43314383
0,41025536,54588411
0,41156608,49028753
0,41287680,61585706
0,41418752,45589036
0,41549824,57368884
0,41680896,41224983
0,41811968,70113730
0,41943040,35668669
0,42074112,39754602
